-1.1962365872970504,-2.1446895443989664,-2,-3
4.2152701300976645,-2.402461536054595,4,0
0.12246823144081809,3.464966876644443,0,1
2.0658171984699827,-2.635264885256392,2,-1
-3.109465648574412,-1.1770830580043343,-4,-3
4.110470126944877,-1.07230457281024,4,1
1.1902237944405059,1.5388808174394644,1,1
4.025972788216809,-0.6024043445524887,4,1
-4.6362118073467675,3.3913589942943787,-5,-1
4.528983172951808,2.4379163243779765,4,3
0.21986795092542888,-2.191098930530674,0,-2
1.8900583810149811,2.9683839868065505,2,2
2.6495378977794086,-0.42865221713531376,2,0
-3.2278963066911803,2.0532890338486887,-4,-1
2.7416780976263038,-1.4527139422934066,2,0
-4.364520901803909,-1.3710126478912352,-5,-4
0.17783928897579937,3.7585905258195424,0,1
-1.110322348122187,-0.4188539128284683,-2,-2
0.5441890759692747,1.1099829080787913,0,0
2.325865020204115,1.3958110202426743,2,1
-0.9932254669277372,-2.23903928576781,-1,-2
1.8736304290448658,-4.122136762147956,1,-2
-0.5621989435784975,2.1843676575128796,-1,0
-3.8227132223916973,-1.2452150085786675,-4,-3
-2.3891723932398277,4.988330696323942,-3,0
4.241165067437487,-2.7206396340303316,4,0
1.2920307589256117,-2.8462272548881273,1,-1
-0.8156826171217659,-3.449540356299993,-1,-3
-0.16634621775745373,3.0016792376112775,0,1
-3.457248125988289,2.3217460493678175,-4,-1
-2.9651188968724975,1.3298108762388399,-4,-2
-2.7417575107233905,2.982868774185694,-3,-1
-2.2201118888305595,-3.838321309888576,-3,-4
-3.969540694752447,3.13138480068654,-4,-1
1.2035332755793826,0.6927438268157236,1,0
2.081536615718883,3.195282395943476,2,2
-3.6829338642141476,-4.361092445396948,-4,-5
-4.764562451446659,4.3256719624110485,-5,-1
-2.1936525641523175,-4.915510506468605,-2,-4
-1.275502571916424,-1.485345280027924,-2,-2
2.4492509104404743,3.524220650105349,2,2
1.1205659158229953,-1.444552275925981,1,-1
-0.5205529819158707,-0.9583298026979996,-1,-1
-2.666614883531059,-2.2938104726592465,-3,-3
-3.6683252757569695,4.819584659921572,-4,0
2.161810275823907,2.89602283351023,2,2
4.780161691022785,-1.9540715280235874,5,1
-4.9405927964286125,-1.7971679535398764,-5,-4
-1.5390424501097422,1.139888321989332,-2,-1
-3.493402298655469,3.3337525682528817,-4,-1
-4.729802062628153,-3.2429662660159666,-5,-5
0.624872065957228,3.032646351361395,0,1
-3.3839012518106815,-2.6336980842156246,-4,-4
1.9555139799295755,3.320416192048974,2,2
-4.332585363879414,4.080840811028011,-5,-1
1.4063131044322574,-1.7484539574060944,1,-1
-4.688560862494866,-4.030717509570114,-5,-5
2.7864481247016677,4.0691159384362,3,3
0.1542414536348149,-1.8625573854810415,-1,-2
0.9729830631053025,2.2499223096928116,1,1
-4.186232477847996,-4.407911915378775,-5,-5
0.6626370802175119,1.0864186271302856,0,0
2.0043797475920737,0.699141222567623,2,1
3.7079414449224704,-4.373244509280317,3,-1
-2.9432203707102356,-2.422222664093643,-3,-3
